V_GHG_EMITTER_FACILITIES.COUNTY,V_GHG_EMITTER_FACILITIES.FACILITY_ID,V_GHG_EMITTER_FACILITIES.FACILITY_NAME,V_GHG_EMITTER_FACILITIES.LATITUDE,V_GHG_EMITTER_FACILITIES.LONGITUDE,V_GHG_EMITTER_FACILITIES.STATE,V_GHG_EMITTER_FACILITIES.STATE_NAME,D_FUEL_LEVEL_INFORMATION.CH4_EMISSIONS_CO2E,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_BLEND,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_OTHER,D_FUEL_LEVEL_INFORMATION.REPORTING_YEAR,D_SUBPART_LEVEL_INFORMATION.GHG_NAME,D_SUBPART_LEVEL_INFORMATION.GHG_QUANTITY
Vigo,1000799,Sugar Creek Generating Station,39.49817,-87.47024,IN,INDIANA,172.3,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Vigo,1000799,Sugar Creek Generating Station,39.49817,-87.47024,IN,INDIANA,172.3,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,1.649
Vigo,1000799,Sugar Creek Generating Station,39.49817,-87.47024,IN,INDIANA,174,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,1.649
Vigo,1000799,Sugar Creek Generating Station,39.49817,-87.47024,IN,INDIANA,172.3,Natural Gas (Weighted U.S. Average),,,2011,Methane,16.49
Vigo,1000799,Sugar Creek Generating Station,39.49817,-87.47024,IN,INDIANA,174,Natural Gas (Weighted U.S. Average),,,2011,Methane,16.49
Vigo,1000799,Sugar Creek Generating Station,39.49817,-87.47024,IN,INDIANA,172.3,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,900412.6
Vigo,1000799,Sugar Creek Generating Station,39.49817,-87.47024,IN,INDIANA,174,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,109.6,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,5.413
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,131.4,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,2917986.5
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,131.4,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,5.413
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,128.9,Natural Gas (Weighted U.S. Average),,,2011,Methane,54.13
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,128.9,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,135.4,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,2917986.5
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,170.7,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,5.413
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,170.7,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,148.2,Natural Gas (Weighted U.S. Average),,,2011,Methane,54.13
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,148.2,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,109.6,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,2917986.5
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,131.4,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,128.9,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,2917986.5
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,148.2,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,2917986.5
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,138.3,Natural Gas (Weighted U.S. Average),,,2011,Methane,54.13
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,135.4,Natural Gas (Weighted U.S. Average),,,2011,Methane,54.13
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,174.1,Natural Gas (Weighted U.S. Average),,,2011,Methane,54.13
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,138.3,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,148.2,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,5.413
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,109.6,Natural Gas (Weighted U.S. Average),,,2011,Methane,54.13
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,109.6,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,174.1,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,5.413
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,174.1,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,170.7,Natural Gas (Weighted U.S. Average),,,2011,Methane,54.13
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,131.4,Natural Gas (Weighted U.S. Average),,,2011,Methane,54.13
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,128.9,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,5.413
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,174.1,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,2917986.5
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,138.3,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,2917986.5
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,135.4,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,135.4,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,5.413
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,170.7,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,2917986.5
Union,1000800,Union Power Station,33.302653,-92.587913,AR,ARKANSAS,138.3,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,5.413
Murray,1000801,Thomas A. Smith Energy Facility,34.70909,-84.91826,GA,GEORGIA,146.7,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,2.272
Murray,1000801,Thomas A. Smith Energy Facility,34.70909,-84.91826,GA,GEORGIA,84.9,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,1252884.5
Murray,1000801,Thomas A. Smith Energy Facility,34.70909,-84.91826,GA,GEORGIA,149.1,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,1252884.5
Murray,1000801,Thomas A. Smith Energy Facility,34.70909,-84.91826,GA,GEORGIA,149.1,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Murray,1000801,Thomas A. Smith Energy Facility,34.70909,-84.91826,GA,GEORGIA,146.7,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Murray,1000801,Thomas A. Smith Energy Facility,34.70909,-84.91826,GA,GEORGIA,149.1,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,2.272
Murray,1000801,Thomas A. Smith Energy Facility,34.70909,-84.91826,GA,GEORGIA,149.1,Natural Gas (Weighted U.S. Average),,,2011,Methane,22.72
Murray,1000801,Thomas A. Smith Energy Facility,34.70909,-84.91826,GA,GEORGIA,96.5,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,1252884.5
Murray,1000801,Thomas A. Smith Energy Facility,34.70909,-84.91826,GA,GEORGIA,146.7,Natural Gas (Weighted U.S. Average),,,2011,Methane,22.72
Murray,1000801,Thomas A. Smith Energy Facility,34.70909,-84.91826,GA,GEORGIA,84.9,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Murray,1000801,Thomas A. Smith Energy Facility,34.70909,-84.91826,GA,GEORGIA,146.7,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,1252884.5
Murray,1000801,Thomas A. Smith Energy Facility,34.70909,-84.91826,GA,GEORGIA,96.5,Natural Gas (Weighted U.S. Average),,,2011,Methane,22.72
Murray,1000801,Thomas A. Smith Energy Facility,34.70909,-84.91826,GA,GEORGIA,84.9,Natural Gas (Weighted U.S. Average),,,2011,Methane,22.72
Murray,1000801,Thomas A. Smith Energy Facility,34.70909,-84.91826,GA,GEORGIA,96.5,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Murray,1000801,Thomas A. Smith Energy Facility,34.70909,-84.91826,GA,GEORGIA,96.5,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,2.272
Murray,1000801,Thomas A. Smith Energy Facility,34.70909,-84.91826,GA,GEORGIA,84.9,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,2.272
Lake,1000805,Zion Energy Center,42.45544,-87.86175,IL,ILLINOIS,6.3,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,66743.2
Lake,1000805,Zion Energy Center,42.45544,-87.86175,IL,ILLINOIS,11.8,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Lake,1000805,Zion Energy Center,42.45544,-87.86175,IL,ILLINOIS,7.9,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.24
Lake,1000805,Zion Energy Center,42.45544,-87.86175,IL,ILLINOIS,11.8,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.24
Lake,1000805,Zion Energy Center,42.45544,-87.86175,IL,ILLINOIS,6.3,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.124
Lake,1000805,Zion Energy Center,42.45544,-87.86175,IL,ILLINOIS,7.9,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,66743.2
Lake,1000805,Zion Energy Center,42.45544,-87.86175,IL,ILLINOIS,7.9,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Lake,1000805,Zion Energy Center,42.45544,-87.86175,IL,ILLINOIS,6.3,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Lake,1000805,Zion Energy Center,42.45544,-87.86175,IL,ILLINOIS,11.8,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,66743.2
Lake,1000805,Zion Energy Center,42.45544,-87.86175,IL,ILLINOIS,7.9,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.124
Lake,1000805,Zion Energy Center,42.45544,-87.86175,IL,ILLINOIS,6.3,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.24
Lake,1000805,Zion Energy Center,42.45544,-87.86175,IL,ILLINOIS,11.8,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.124
Santa Clara,1000806,Metcalf Energy Center,37.21462,-121.74078,CA,CALIFORNIA,135.1,Natural Gas (Weighted U.S. Average),,,2011,Methane,11.66
Santa Clara,1000806,Metcalf Energy Center,37.21462,-121.74078,CA,CALIFORNIA,109.8,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,1.166
Santa Clara,1000806,Metcalf Energy Center,37.21462,-121.74078,CA,CALIFORNIA,135.1,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,1.166
Santa Clara,1000806,Metcalf Energy Center,37.21462,-121.74078,CA,CALIFORNIA,109.8,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,628680.8
Santa Clara,1000806,Metcalf Energy Center,37.21462,-121.74078,CA,CALIFORNIA,109.8,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Santa Clara,1000806,Metcalf Energy Center,37.21462,-121.74078,CA,CALIFORNIA,135.1,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,628680.8
Santa Clara,1000806,Metcalf Energy Center,37.21462,-121.74078,CA,CALIFORNIA,135.1,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Santa Clara,1000806,Metcalf Energy Center,37.21462,-121.74078,CA,CALIFORNIA,109.8,Natural Gas (Weighted U.S. Average),,,2011,Methane,11.66
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,8,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.167
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,6.1,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,89994.4
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,4.2,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,89994.4
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,4.2,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.167
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,2.9,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,6.1,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,4.2,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.67
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,4.2,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,8,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,13.9,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,89994.4
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,8,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.67
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,8,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,89994.4
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,6.1,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.67
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,13.9,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.67
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,2.9,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.67
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,6.1,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.167
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,13.9,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.167
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,13.9,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,2.9,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.167
Vinton,1000808,Rolling Hills Generating LLC,39.08072,-82.3303,OH,OHIO,2.9,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,89994.4
Montcalm,1000809,Renaissance Power,43.186,-84.84854,MI,MICHIGAN,15.7,Natural Gas (Weighted U.S. Average),,,2011,Methane,2.67
Montcalm,1000809,Renaissance Power,43.186,-84.84854,MI,MICHIGAN,11.4,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Montcalm,1000809,Renaissance Power,43.186,-84.84854,MI,MICHIGAN,15.7,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,144012.5
Montcalm,1000809,Renaissance Power,43.186,-84.84854,MI,MICHIGAN,15.7,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Montcalm,1000809,Renaissance Power,43.186,-84.84854,MI,MICHIGAN,11.7,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Montcalm,1000809,Renaissance Power,43.186,-84.84854,MI,MICHIGAN,15.7,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.267
Montcalm,1000809,Renaissance Power,43.186,-84.84854,MI,MICHIGAN,11.4,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,144012.5
Montcalm,1000809,Renaissance Power,43.186,-84.84854,MI,MICHIGAN,11.4,Natural Gas (Weighted U.S. Average),,,2011,Methane,2.67
Montcalm,1000809,Renaissance Power,43.186,-84.84854,MI,MICHIGAN,17.3,Natural Gas (Weighted U.S. Average),,,2011,Methane,2.67
Montcalm,1000809,Renaissance Power,43.186,-84.84854,MI,MICHIGAN,11.4,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.267
Montcalm,1000809,Renaissance Power,43.186,-84.84854,MI,MICHIGAN,11.7,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,144012.5
Montcalm,1000809,Renaissance Power,43.186,-84.84854,MI,MICHIGAN,17.3,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,144012.5
Montcalm,1000809,Renaissance Power,43.186,-84.84854,MI,MICHIGAN,17.3,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.267
Montcalm,1000809,Renaissance Power,43.186,-84.84854,MI,MICHIGAN,11.7,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.267
Montcalm,1000809,Renaissance Power,43.186,-84.84854,MI,MICHIGAN,11.7,Natural Gas (Weighted U.S. Average),,,2011,Methane,2.67
Montcalm,1000809,Renaissance Power,43.186,-84.84854,MI,MICHIGAN,17.3,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Effingham,1000811,Effingham County Power  LLC,32.285704,-81.272219,GA,GEORGIA,173.5,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Effingham,1000811,Effingham County Power  LLC,32.285704,-81.272219,GA,GEORGIA,145.3,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Effingham,1000811,Effingham County Power  LLC,32.285704,-81.272219,GA,GEORGIA,145.3,Natural Gas (Weighted U.S. Average),,,2011,Methane,15.18
Effingham,1000811,Effingham County Power  LLC,32.285704,-81.272219,GA,GEORGIA,145.3,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,818631.1
Effingham,1000811,Effingham County Power  LLC,32.285704,-81.272219,GA,GEORGIA,145.3,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,1.518
Effingham,1000811,Effingham County Power  LLC,32.285704,-81.272219,GA,GEORGIA,173.5,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,818631.1
Effingham,1000811,Effingham County Power  LLC,32.285704,-81.272219,GA,GEORGIA,173.5,Natural Gas (Weighted U.S. Average),,,2011,Methane,15.18
Effingham,1000811,Effingham County Power  LLC,32.285704,-81.272219,GA,GEORGIA,173.5,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,1.518
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,8.9,Natural Gas (Weighted U.S. Average),,,2011,Methane,2.61
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,1,Distillate Fuel Oil No. 2,,,2011,Nitrous Oxide,0.29
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,14.9,Natural Gas (Weighted U.S. Average),,,2011,Methane,2.61
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,0.9,Distillate Fuel Oil No. 2,,,2011,Carbon Dioxide,128358.1
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,0.9,Distillate Fuel Oil No. 2,,,2011,Methane,2.61
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,10.8,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,3.6,Distillate Fuel Oil No. 2,,,2011,Carbon Dioxide,128358.1
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,3.6,Distillate Fuel Oil No. 2,,,2011,Biogenic Carbon dioxide,0
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,1,Distillate Fuel Oil No. 2,,,2011,Biogenic Carbon dioxide,0
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,13.7,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,128358.1
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,10.8,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,128358.1
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,10.8,Natural Gas (Weighted U.S. Average),,,2011,Methane,2.61
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,1,Distillate Fuel Oil No. 2,,,2011,Methane,2.61
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,3.6,Distillate Fuel Oil No. 2,,,2011,Methane,2.61
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,8.9,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.29
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,8.9,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,128358.1
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,1,Distillate Fuel Oil No. 2,,,2011,Carbon Dioxide,128358.1
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,13.7,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.29
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,13.7,Natural Gas (Weighted U.S. Average),,,2011,Methane,2.61
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,0.9,Distillate Fuel Oil No. 2,,,2011,Nitrous Oxide,0.29
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,10.8,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.29
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,8.9,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,14.9,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,128358.1
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,14.9,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.29
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,13.7,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,14.9,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,0.9,Distillate Fuel Oil No. 2,,,2011,Biogenic Carbon dioxide,0
Calhoun,1000812,Calhoun Power Company  LLC,33.58858,-85.96869,AL,ALABAMA,3.6,Distillate Fuel Oil No. 2,,,2011,Nitrous Oxide,0.29
Tallapoosa,1000813,Hillabee Energy Center,33.00102,-85.904002,AL,ALABAMA,337.1,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,1620140.6
Tallapoosa,1000813,Hillabee Energy Center,33.00102,-85.904002,AL,ALABAMA,293.9,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,1620140.6
Tallapoosa,1000813,Hillabee Energy Center,33.00102,-85.904002,AL,ALABAMA,337.1,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,3.005
Tallapoosa,1000813,Hillabee Energy Center,33.00102,-85.904002,AL,ALABAMA,337.1,Natural Gas (Weighted U.S. Average),,,2011,Methane,30.05
Tallapoosa,1000813,Hillabee Energy Center,33.00102,-85.904002,AL,ALABAMA,337.1,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Tallapoosa,1000813,Hillabee Energy Center,33.00102,-85.904002,AL,ALABAMA,293.9,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,3.005
Tallapoosa,1000813,Hillabee Energy Center,33.00102,-85.904002,AL,ALABAMA,293.9,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Tallapoosa,1000813,Hillabee Energy Center,33.00102,-85.904002,AL,ALABAMA,293.9,Natural Gas (Weighted U.S. Average),,,2011,Methane,30.05
Hardee,1000814,Vandolah Power Project,27.523458,-81.923578,FL,FLORIDA,0,Distillate Fuel Oil No. 2,,,2011,Carbon Dioxide,364393.9
Hardee,1000814,Vandolah Power Project,27.523458,-81.923578,FL,FLORIDA,0,Distillate Fuel Oil No. 2,,,2011,Nitrous Oxide,0.68
Hardee,1000814,Vandolah Power Project,27.523458,-81.923578,FL,FLORIDA,0,Distillate Fuel Oil No. 2,,,2011,Methane,6.78
Hardee,1000814,Vandolah Power Project,27.523458,-81.923578,FL,FLORIDA,37.1,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,364393.9
Hardee,1000814,Vandolah Power Project,27.523458,-81.923578,FL,FLORIDA,12.9,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,364393.9
Hardee,1000814,Vandolah Power Project,27.523458,-81.923578,FL,FLORIDA,0.5,Distillate Fuel Oil No. 2,,,2011,Methane,6.78
Hardee,1000814,Vandolah Power Project,27.523458,-81.923578,FL,FLORIDA,0,Distillate Fuel Oil No. 2,,,2011,Biogenic Carbon dioxide,0
Hardee,1000814,Vandolah Power Project,27.523458,-81.923578,FL,FLORIDA,37.1,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Hardee,1000814,Vandolah Power Project,27.523458,-81.923578,FL,FLORIDA,12.9,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.68
Hardee,1000814,Vandolah Power Project,27.523458,-81.923578,FL,FLORIDA,12.9,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Hardee,1000814,Vandolah Power Project,27.523458,-81.923578,FL,FLORIDA,0.5,Distillate Fuel Oil No. 2,,,2011,Biogenic Carbon dioxide,0
Hardee,1000814,Vandolah Power Project,27.523458,-81.923578,FL,FLORIDA,34,Natural Gas (Weighted U.S. Average),,,2011,Methane,6.78
